3,脱毛ラボ,池袋西口店,東京都豊島区西池袋3-25-11 CIC IKEBUKUROBUIL9F,0120-262-572,10:00,22:00,,,年中無休（1月1日〜3日除く),,,JR線,池袋,,,,,関東,東京都,豊島区,"池袋西口を出ていただいて、一番左の信号を渡っていただきます。<br>ソフトバンクさんの角を曲がっていただいてまっすぐ進んでいただきます。左側には東京芸術劇場が見えて参ります。<br>しばらくすると、マクドナルドが見えて参ります。<br>信号が御座いますので渡っていただいて、マクドナルドを右手にしていただいて、また真っ直ぐ進んでいただきます。<br>ローソンが見えて参りますので、手前のビルの９階で御座います。<br>",施術ベッド9台（個室）,"脱毛ラボ池袋西口店のご紹介<br><p>脱毛ラボは、お客様の肌や毛の状態に合わせて丁寧に脱毛いたします。 そのため、肌を傷つけることなく綺麗に仕上げることができます。 脱毛後の肌ケアについてもしっかりアドバイスさせえていただきます。 脱毛のことならば脱毛ラボ池袋西口店にお任せください。</p>"
3,脱毛ラボ,銀座プレミアム店,東京都中央区銀座1-6-8 DEAR GINZA 5F,0120-262-346,10:00,22:00,,,年中無休（1月1日〜3日除く),,,有楽町線,銀座一丁目,,,,,関東,東京都,中央区,"東京メトロ有楽町線銀座一丁目駅6番出口を出ます。<br>右手方向にお進みいただき、最初の十字路を右折して下さい。<br>左側に「銀座イタリー亭」という飲食店があり、その隣の白い建物のビル、DEAR GINZAの5階です。",施術ベッド 9台（個室）,"脱毛ラボが銀座に2店舗目をOPEN！！！<br><p>銀座で全身脱毛専門サロンをお探の方は「全国チェーンの安心性」「痛みがすくない」「リーズナブルな価格」の脱毛ラボ銀座プレミアム店へ。全身脱毛ならではの高い技術力で、お客様ひとりひとりの肌に合わせて施術をしています。</p>"
3,脱毛ラボ,恵比寿店,東京都渋谷区恵比寿西1-10-7 MMSビル9F,0120-262-889,10:00,22:00,,,年中無休（1月1日〜3日除く),,,JR線,恵比寿,,,,,関東,東京都,渋谷区,"恵比寿駅4番出口をでて、恵比寿駅ロータリー方向に直進。<br>1階にひまわり薬局の入ったビルの9階です。",施術ベッド7台（個室）,"脱毛ラボ恵比寿店は2012年9月1日にOPENしました！<br><p>恵比寿で全身脱毛専門サロンをお探の方は「全国チェーンの安心性」「痛みがすくない」「リーズナブルな価格」の脱毛ラボ恵比寿店へ。全身脱毛ならではの高い技術力で、お客様ひとりひとりの肌に合わせて施術をしています。</p>"
3,脱毛ラボ,新宿店,東京都新宿区西新宿1-19-5 新宿幸容ビル8F,0120-262-575,10:00,22:00,,,年中無休（1月1日〜3日除く),,,JR線,新宿,小田急線,新宿,,,関東,東京都,新宿区,"JR線　新宿駅「南改札口」を出ます。※小田急線からお越しのお客様は小田急改札からJR改札口に出る道をご利用下さい。地下鉄をご利用の方は南口に出る道をご利用お願いします。<br>改札を出まして右に進みますと信号の先にファーストキッチンがありますので信号を渡って下さい。<br>信号を渡りましたらファーストキッチンを前にして左の脇を大通りに沿って、ヤマダ電機をこえて150メートル程お進み下さい。<br>ソフトバンクが１F に入ったビルの8Fになります。",施術ベッド9台（個室）,"脱毛ラボ 新宿店は2014年6月21日にリニューアルオープンしました!!<br><p>新宿で全身脱毛専門サロンをお探の方は「全国チェーンの安心性」「痛みがすくない」「リーズナブルな価格」の脱毛ラボ新宿店へ。全身脱毛ならではの高い技術力で、お客様ひとりひとりの肌に合わせて施術をしています。</p>"
3,脱毛ラボ,町田店,東京都町田市中町1-1-3 町田リラビル４F,0120-262-287,10:00,22:00,,,年中無休（1月1日〜3日除く),,,JR横浜線,町田,,,,,関東,東京都,町田区,"JR横浜線　町田駅「中央改札」を出ます。<br>改札を背にして右方向に進むと小田急線へと繋がる案内が出てくるので小田急改札方面へお越しください。<br>小田急改札が見えてきたら、「東口」出口へお進みください。<br>小田急線「東口」を出ますと左手に交番と踏切が見えてきますのでその踏切を渡ってください。<br>踏切を渡るとすぐ右手角に「りそな銀行」さんの大きなビルがあります。<br>「りそな銀行」さんのビルの隣が町田リラビルですので、エレベーターで４階に上がって頂くと脱毛ラボ町田店到着です。",施術ベッド8台（個室）,"脱毛ラボ町田店のご紹介<br><p>町田で全身脱毛専門サロンをお探の方は「全国チェーンの安心性」「痛みがすくない」「リーズナブルな価格」の脱毛ラボ町田店へ。全身脱毛ならではの高い技術力で、お客様ひとりひとりの肌に合わせて施術をしています。</p>"
3,脱毛ラボ,吉祥寺店,東京都武蔵野市吉祥寺本町1-13-10 アミノビル4階,0120-262-167,10:00,22:00,,,年中無休（1月1日〜3日除く),,,JR線,吉祥寺,,,,,関東,東京都,武蔵野市,"JR中央線。吉祥寺駅「中央（北口）」改札を出ます。<br>中央（北口）　出口の階段を下ります。<br>そのまま直進して頂くと、右手に交番がございますので、そちらを左折し、横断歩道を渡ってください。<br>渡って頂くと右手に「ヨドバシカメラ」。左手に「スターバックス」があります。<br>「スターバックス」を越えたところにある「ヨドバシカメラ」向かいペットショップがあるビルの4階です。",施術ベッド8台（個室）,"脱毛ラボ吉祥寺店のご紹介<br><p>吉祥寺で全身脱毛専門サロンをお探の方は「全国チェーンの安心性」「痛みがすくない」「リーズナブルな価格」の脱毛ラボ吉祥寺店へ。全身脱毛ならではの高い技術力で、お客様ひとりひとりの肌に合わせて施術をしています。</p>"
3,脱毛ラボ,立川店,東京都立川市柴崎町2-1-4 五光トミオー第2ビル7F,0120-262-352,10:00,22:00,,,年中無休（1月1日〜3日除く),,,JR線,立川,,,,,関東,東京都,立川市,"JR中央線・青梅線・南武線、立川駅　南口改札を出ます。<br>南口出口を出て、右方向に進んだところにある階段を下ります。<br>出口を背にして、左方向へお進み下さい。<br>左手に「マクドナルド」、右手に「メガネスーパー」がある通りを 100ｍほど直進してください。<br>お進み頂きましたら、右手に喫茶店「シャノアール」がございます。 そちらのビルの奥にあるエレベーターで７階へ上がって頂くと脱毛ラボ立川店です。 ※手前にもエレベーターがございますので、ご注意下さい。",施術ベッド8台（個室）,"脱毛ラボ立川店のご紹介<br><p>立川で全身脱毛専門サロンをお探の方は「全国チェーンの安心性」「痛みがすくない」「リーズナブルな価格」の脱毛ラボ立川店へ。全身脱毛ならではの高い技術力で、お客様ひとりひとりの肌に合わせて施術をしています。</p>"
3,脱毛ラボ,上野プレミアム店,東京都台東区上野4-5-5 455上野ビル7F,0120-262-774,10:00,22:00,,,年中無休（1月1日〜3日除く),,,JR線,上の,,,,,関東,東京都,台東区,"JR上野駅から不忍口よりヨドバシカメラを進行方向左側にし、直進します。<br>直進すると日拓エスパスがあり、更に直進するとABABがあります。<br>ABABを通り過ぎていくと、1階がauショップの入っているビルがあります。そこの7Fになります。",施術ベッド9台（個室）,"脱毛ラボ上野プレミアム店のご紹介<br><p>脱毛ラボは、お客様の肌や毛の状態に合わせて丁寧に脱毛いたします。 そのため、肌を傷つけることなく綺麗に仕上げることができます。 脱毛後の肌ケアについてもしっかりアドバイスさせえていただきます。 脱毛のことならば脱毛ラボ上野プレミアム店にお任せください。</p>"
3,脱毛ラボ,錦糸町店,東京都墨田区江東橋4-25-7 JU錦糸町ビル5F,0120-262-014,10:00,22:00,,,年中無休（1月1日〜3日除く),,,JR線,錦糸町,,,,,関東,東京都,墨田区,"JR錦糸町駅南口改札を出て、左に進みます。<br>横断歩道がありますので、正面LIVIN側に渡り右に進みます。<br>さらに横断歩道がありますので、みずほ銀行側に渡り左へ進みます。<br>一つ目の横断歩道を渡り（Patriotというパチンコ屋が見えます）、直進しますと右手に脱毛ラボの看板が見えます。<br>市進が入っているビルの５階になります。",施術ベッド7台（個室）,"脱毛ラボ錦糸町店のご紹介<br><p>錦糸町で全身脱毛専門サロンをお探の方は「全国チェーンの安心性」「痛みがすくない」「リーズナブルな価格」の脱毛ラボ錦糸町店へ。全身脱毛ならではの高い技術力で、お客様ひとりひとりの肌に合わせて施術をしています。</p>"
3,脱毛ラボ,五反田店,東京都品川区東五反田5-27-3 第二野村ビル6F,0120-262-331,10:00,22:00,,,年中無休（1月1日〜3日除く),,,JR線,五反田,,,,,関東,東京都,品川区,"五反田駅改札出て左側（ロータリー側）にユニクロ方面に向かいます。<br>ユニクロの隣に交番があるので向かいの信号をケンタッキー方面に渡っていただきます。<br>ケンタッキーの右隣3つ目のビル6Fです",施術ベッド9台（個室）,"脱毛ラボ五反田店のご紹介<br><p>五反田で全身脱毛専門サロンをお探の方は「全国チェーンの安心性」「痛みがすくない」「リーズナブルな価格」の脱毛ラボ五反田店へ。全身脱毛ならではの高い技術力で、お客様ひとりひとりの肌に合わせて施術をしています。</p>"
